Adding a book in the library,2021-05-20 13:48:19.719
Adding a book in the library,2021-05-20 13:50:10.711
Adding a book in the library,2021-05-20 13:54:07.305
Adding a book in the library,2021-05-20 13:55:22.903
Adding a new reader,2021-05-20 13:58:53.138
Adding a book in the library,2021-05-20 14:07:33.539
Adding a book in the library,2021-05-20 14:08:26.595
Removing a book from the library,2021-05-20 14:08:59.675
Removing a book from the library,2021-05-20 14:09:23.37
Removing a book from the library,2021-05-20 14:09:34.689
Removing a book from the library,2021-05-20 14:09:54.366
Seeing all books written by an author,2021-05-20 14:10:42.972
Seeing all the books in the library,2021-05-20 14:10:46.608
Removing a book from the library,2021-05-20 14:11:08.009
Seeing all books written by an author,2021-05-20 14:11:31.12
Adding a book in the library,2021-05-20 14:14:19.972
Seeing all books written by an author,2021-05-20 14:15:03.335
Removing a book from the library,2021-05-20 14:15:25.976
Ending program,2021-05-20 14:15:43.819
Seeing all books written by an author,2021-05-20 14:16:21.741
Seeing all the books in the library,2021-05-20 14:16:23.724
Seeing all the books in a section,2021-05-20 14:16:30.507
Removing an author from the library,2021-05-20 14:16:59.427
Removing a reader,2021-05-20 14:17:30.694
Adding a new reader,2021-05-20 14:17:46.711
Finding the most requested book,2021-05-20 14:17:54.829
Finding the most requested book,2021-05-20 14:17:57.597
Borrowing a book,2021-05-20 14:18:31.902
Borrowing a book,2021-05-20 14:19:10.522
Seeing all the books in a section,2021-05-20 14:19:23.1
Seeing all the books in a section,2021-05-20 14:19:32.052
Returning a book,2021-05-20 14:20:48.45
Borrowing a book,2021-05-20 14:39:11.428
Returning a book,2021-05-20 14:39:47.042
Borrowing a book,2021-05-20 14:40:12.918
Borrowing a book,2021-05-20 14:40:44.856
Borrowing a book,2021-05-20 14:41:42.757
Borrowing a book,2021-05-20 14:42:00.142
Borrowing a book,2021-05-20 14:43:39.365
Borrowing a book,2021-05-20 14:44:48.908
Borrowing a book,2021-05-20 14:45:21.397
Finding the most requested book,2021-05-20 14:45:42.448
Ending program,2021-05-20 14:45:49.351
